"text","created_at","geo","lang","place","coordinates","user.favourites_count","user.statuses_count","user.description","user.location","user.id","user.created_at","user.verified","user.following","user.url","user.listed_count","user.followers_count","user.default_profile_image","user.utc_offset","user.friends_count","user.default_profile","user.name","user.lang","user.screen_name","user.geo_enabled","user.profile_background","user.profile_image_url_https","user.time_zone","id","favorite_count","retweeted","source","favorited","retweet_count","hashtags","urls","reply","mentions"
"Good dinner ❤️ #boffi #kitchens #Verona #triennale #Biennale #Mobili #Milano #Brescia #Bardolino #SanBonifacio #Trentino #Rovereto #Trento #Bolzano #design #Mantova #Villafranca #Legnago #chievo #hellas #architettura #arredare #marmo #Design #marmomac #cucina #chef #masterchef https://t.co/j21rGiwkJy","2018-10-03 17:41:55","","en","Place(_api=<tweepy.api.API object at 0x112dda860>, id='a6df3afa975fad24', url='https://api.twitter.com/1.1/geo/id/a6df3afa975fad24.json', place_type='city', name='Verona', full_name='Verona, Veneto', country_code='IT', country='Italia', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x112dda860>, type='Polygon', coordinates=[[[10.8768902, 45.348487], [11.1240155, 45.348487], [11.1240155, 45.5402457], [10.8768902, 45.5402457]]]), attributes={})","",770,324,"Da 52 anni arredatori a Verona. Amiamo sperimentare nuove modalità abitative in base ai personali stili di vita dei nostri fantastici clienti.","Verona, Veneto",989445349017358336,"2018-04-26 10:05:29",False,False,"https://t.co/1DDc5MxF7A",0,22,False,"",48,True,"Arduini Verona","","ArduiniVerona",True,"F5F8FA","https://pbs.twimg.com/profile_images/989486478471426048/7VApp6L1_normal.jpg","",1047542276870852609,3,False,"Twitter for iPhone",False,1," boffi kitchens Verona triennale Biennale Mobili Milano Brescia Bardolino SanBonifacio Trentino Rovereto Trento Bolzano design Mantova Villafranca Legnago chievo hellas architettura arredare marmo Design marmomac cucina chef masterchef","","",""
"#design #events #marmomac2018 #stoneitaliana Terrazzo e Marmorea by Stone Italiana https://t.co/IfC7SSDh2f https://t.co/t5HbOQYc7I","2018-10-03 10:25:17","","it","","",3,80462,"Su Lulop vengono condivise le news di oltre 4000 Brands a più di 40000 giornalisti che operano sui Media tradizionali e di nuova generazione nazionali ed esteri","Italy",539984306,"2012-03-29 13:39:35",False,False,"http://t.co/AgyCZJQNFx",358,802,False,"",828,False,"Lulop.com","","lulopdotcom",False,"1A1B1F","https://pbs.twimg.com/profile_images/1097805147915329537/31BDEHgt_normal.png","",1047432392225509377,0,False,"IFTTT",False,0," design events marmomac2018 stoneitaliana"," https://ift.tt/2QtcbEh","",""
"Prospettive... architetture di pietra

#prospettive #marmomac #gumdesign #pimar #pietraleccese #hall1 #veronafiere #amazing https://t.co/KPO7ucjVzK","2018-09-27 05:58:59","","it","","",809,4315,"https://t.co/mYNceciZJD","viareggio",375644979,"2011-09-18 14:01:41",False,False,"https://t.co/MG71GJJ1oh",14,544,False,"",435,True,"gumdesign","","gumdesign_gab",True,"C0DEED","https://pbs.twimg.com/profile_images/1286308251978682368/A62ho_Zb_normal.jpg","",1045191047180165120,0,False,"Twitter for iPhone",False,0," prospettive marmomac gumdesign pimar pietraleccese hall1 veronafiere amazing","","",""
"The second day of #Marmomac #stone #exhibition at #Verona , #Italy .

Visit: https://t.co/iJxeLUY3AS

#marmomacc #marmomacc2018 #marmomaccverona #verona #italy #veronafiere #raadstone #marble #marbledstone #slab #tile #blocks #marblequarry
#ورونا #نمایشگاه_سنگ #راد_استون #دهبید https://t.co/1diALoAYGF","2018-09-29 17:00:17","","en","","",12,51,"Exploitation and Production of 
SHAYAN Marble","Islamic Republic of Iran",1018100880787193857,"2018-07-14 11:52:20",False,False,"https://t.co/xfloEEowhr",1,85,False,"",128,False,"Raad Stone","","raad_stone",False,"000000","https://pbs.twimg.com/profile_images/1045668567662780417/y8UM2y5c_normal.jpg","",1046082247550533634,1,False,"Hootsuite Inc.",False,0," Marmomac stone exhibition Verona Italy marmomacc marmomacc2018 marmomaccverona verona italy veronafiere raadstone marble marbledstone slab tile blocks marblequarry ورونا نمایشگاه_سنگ راد_استون دهبید"," http://www.raadstone.com","",""
"Impresionante stand de #Breton en Marmomac 2018. Descubre todas las novedades que presenta la marca en la feria más importante del sector de la Piedra. #Marmomac2018 

#Marmomac #Verona #Marmolistas #Stone #StoneFair #piedra https://t.co/N2bETTDlKf","2018-09-27 15:05:07","","es","","",377,1323,"Más de 40 años especializados en proveer soluciones de maquinaria y utillaje a las industrias de la piedra, cerámica y construcción","Madrid - Spain",1652398694,"2013-08-07 08:17:31",False,False,"",3,1181,False,"",868,False,"MASER","","MASERSL",False,"000000","https://pbs.twimg.com/profile_images/933271039160680448/6AIQeGbx_normal.jpg","",1045328488377528320,3,False,"Hootsuite Inc.",False,2," Breton Marmomac2018 Marmomac Verona Marmolistas Stone StoneFair piedra","","",""
"The second day of #Marmomac #stone #exhibition at #Verona , #Italy .

Visit: https://t.co/iJxeLUY3AS

#marmomacc #marmomacc2018 #marmomaccverona #verona #italy #veronafiere #raadstone #marble #marbledstone #slab #tile #blocks #marblequarry
#ورونا #نمایشگاه_سنگ #راد_استون #دهبید https://t.co/jqVgYojWCK","2018-09-29 15:30:25","","en","","",12,51,"Exploitation and Production of 
SHAYAN Marble","Islamic Republic of Iran",1018100880787193857,"2018-07-14 11:52:20",False,False,"https://t.co/xfloEEowhr",1,85,False,"",128,False,"Raad Stone","","raad_stone",False,"000000","https://pbs.twimg.com/profile_images/1045668567662780417/y8UM2y5c_normal.jpg","",1046059628969250817,2,False,"Hootsuite Inc.",False,0," Marmomac stone exhibition Verona Italy marmomacc marmomacc2018 marmomaccverona verona italy veronafiere raadstone marble marbledstone slab tile blocks marblequarry ورونا نمایشگاه_سنگ راد_استون دهبید"," http://www.raadstone.com","",""
"We are glad to invite you at Marmomac Exhibition. Come to visit us for discovering our new products.
Pad 7, Stand C1 - 26-29 September 2018, Verona Italy
#marmomac2018 #withstoneyoucan #marble #ItalianTopClass #MadeinItaly #bridgesaw https://t.co/FKwJkZAYTw","2018-09-03 09:07:54","","en","","",86,115,"Macchine per edilizia e marmo. Construction & marble machinery. 
#MadeinItaly #stone #stonesaw #tilesaw #sitesaw #saws #marble #granite #floor #grinders","Italia",768447739923496960,"2016-08-24 13:59:53",False,False,"https://t.co/Qy21uFQ9ay",3,80,False,"",105,False,"I.T.C.","","ItalianTopClass",False,"000000","https://pbs.twimg.com/profile_images/953978011061309441/c_o1UVrj_normal.jpg","",1036541282578051072,0,False,"Twitter Web Client",False,0," marmomac2018 withstoneyoucan marble ItalianTopClass MadeinItaly bridgesaw","","",""
"Roberto Piaia a Marmomac 2018 -  #Roberto #Piaia #Marmomac https://t.co/LizINzxAbY","2018-09-17 14:32:03","","it","","",1,1128873,"Zazoom Info ... rimani aggiornato e segui le ultime news dalle migliori fonti del web!","Italia",717039627916484608,"2016-04-04 17:22:24",False,False,"https://t.co/fFzcMsgt40",550,1004,False,"",29,True,"Zazoom Info","","zazoomnews",False,"F5F8FA","https://pbs.twimg.com/profile_images/962740016488337408/0vWmJLrc_normal.jpg","",1041696287853293568,1,False,"Zazoom Info",False,0," Roberto Piaia Marmomac"," https://www.zazoom.info/ultime-news/4669459/roberto-piaia-a-marmomac-2018/","",""
"MARMOMAC show 2018

#marmomac #verona #stand #show #marmomacc2018 #prussiani #CNC #marble #granite #machine #cuttingstone #marmo #mac #granito #macchine #waterjet #architecture #marmomac18 #marmomac2018 design #cuttingmachine https://t.co/KfMH3rvaGE","2018-10-02 10:20:38","","en","","",51,221,"A company established with the goal of designing and engineering top quality #CNC machines for the processing of #marble, #granite and #stone.","Albano Sant'Alessandro",3903616394,"2015-10-15 14:32:39",False,False,"http://t.co/JF94pIlkmS",3,487,False,"",473,False,"Prussiani","","prussiani_eng",False,"000000","https://pbs.twimg.com/profile_images/910409216640331778/bK6FbYOf_normal.jpg","",1047068835772284928,2,False,"Twitter Web Client",False,0," marmomac verona stand show marmomacc2018 prussiani CNC marble granite machine cuttingstone marmo mac granito macchine waterjet architecture marmomac18 marmomac2018 cuttingmachine","","",""
"Please come and meet our team at booth B8, Hall 7, at @Marmo_mac 2018 for an informative presentation of our innovative @BildaCladding technology. We are looking forward to seeing you! 
#STOA #BILDA #cladding #Marmomac #Verona https://t.co/Pp3XVipc4l","2018-09-27 07:37:27","","en","Place(_api=<tweepy.api.API object at 0x112dda860>, id='1ef1183ed7056dc1', url='https://api.twitter.com/1.1/geo/id/1ef1183ed7056dc1.json', place_type='country', name='Bulgaria', full_name='Bulgaria', country_code='BG', country='Bulgaria', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x112dda860>, type='Polygon', coordinates=[[[22.3559007, 41.2358638], [28.6075897, 41.2358638], [28.6075897, 44.2145999], [22.3559007, 44.2145999]]]), attributes={})","",46,55,"BILDA is a patented cladding system for ventilated facades based on 2 innovations: the slot in the façade panels & the simple connections between all components","Sofia, Bulgaria",999923819161645058,"2018-05-25 08:03:10",False,False,"https://t.co/0s3BaR7UJ8",0,15,False,"",14,False,"Bilda","","BildaSystem",True,"000000","https://pbs.twimg.com/profile_images/1248493439945027588/TxA_JaG9_normal.jpg","",1045215827224604673,1,False,"Twitter Web Client",False,0," STOA BILDA cladding Marmomac Verona","",""," Marmo_mac"
"Experience live demos and connect with us! #usenaturalstone #marble #granite #cncmachining #bridgesaw #stainlesssteel #machiningcenter #naturalstone #cncmachine #cuttingmachine #cnc #cutting #milling #fablab #polishingmachine #software #granite #marble #Marmomac #slab https://t.co/r0RXyr2ruN","2018-08-22 14:57:53","","en","","",2254,530,"#Cnc #Technologies - #Stone & #glass division - meet us at #marmomac #tise","Italia",920241869413666816,"2017-10-17 10:55:33",False,False,"https://t.co/FI5rsMK2aN",1,373,False,"",2229,False,"Francesca","","Francesca_Klara",False,"000000","https://pbs.twimg.com/profile_images/1212709173391233025/AlkTivnI_normal.jpg","",1032280704565104640,1,False,"Twitter Web App",False,0," usenaturalstone marble granite cncmachining bridgesaw stainlesssteel machiningcenter naturalstone cncmachine cuttingmachine cnc cutting milling fablab polishingmachine software granite marble Marmomac slab","","",""
"PANMINQUARTZ is ready for the Marmomac in Italy. Come to visit us at Hall 8 Booth H4C during 26-29 September!
https://t.co/mgPgl1eaWu

#Marmomac #panminquartz #quartzcountertops #quartzsurfaces #quartzslabs 
#kitchencounter #kitchendesign #benchtop #expo2018 https://t.co/Dlvzq19qzE","2018-09-26 07:52:47","","en","","",23,211,"PANMINQUARTZ® is an innovative manufacturer of quartz slabs, which can be applied in residential and commercial interior decoration.","Fujian",949183207198547968,"2018-01-05 07:38:06",False,False,"https://t.co/avRPmbzh0B",0,16,False,"",67,False,"PANMINQUARTZ","","PANMINQUARTZ",True,"000000","https://pbs.twimg.com/profile_images/963314873982640128/3fucXOv2_normal.jpg","",1044857299251204096,0,False,"Twitter Web Client",False,0," Marmomac panminquartz quartzcountertops quartzsurfaces quartzslabs kitchencounter kitchendesign benchtop expo2018"," https://www.panmin.com/join-panminquartz-at-marmomac-2018-hall-8-booth-h4c/","",""
"#Bateig | All our natural stone projects are exclusive, based on the client's needs 🤝 https://t.co/PjwrNm2gNC 👉 Discover this amazing material at @Marmo_mac Hall 6 E-2 [#Marmomac | #Construction | #NaturalStone | #Stone | #Architecture | #Projects] https://t.co/CaBwYqhdjp","2018-09-28 09:00:51","","en","","",322,4000,"Especialistas en explotación, preparación, distribución y colocación de la piedra Bateig | #BateigStone | #TheSingularStone | #PiedraNatural | #NaturalStone |","Novelda, Spain",498882860,"2012-02-21 14:39:04",False,False,"http://t.co/9jTQSzhTDx",56,682,False,"",1090,False,"Bateig Piedra Natural","","BateigStone",False,"000000","https://pbs.twimg.com/profile_images/875676652017201152/KP9EAfmA_normal.jpg","",1045599204171804672,0,False,"Hootsuite Inc.",False,0," Bateig Marmomac Construction NaturalStone Stone Architecture Projects"," http://ow.ly/Zyr730e2Zkm",""," Marmo_mac"
"Ho inaugurato a Verona la 53^ ed. di #Marmomac, manifestazione mondiale di riferimento per il settore della pietra naturale che espone il prodotto, la tecnologia e gli accessori per la lavorazione ma anche design, soluzioni architettoniche e formazione nella filiera del marmo. https://t.co/3ALIQ1nB7w","2018-09-26 13:53:09","","it","","",184,18639,"Profilo ufficiale del Presidente della Regione del Veneto","",1324893229,"2013-04-03 15:51:36",True,False,"http://t.co/uwOtO4Hnpk",341,103941,False,"",194,True,"Luca Zaia","","zaiapresidente",True,"C0DEED","https://pbs.twimg.com/profile_images/1309018315608723459/q3Ld2rV8_normal.jpg","",1044947990908162054,11,False,"Twitter Web Client",False,2," Marmomac","","",""
"#Marmomac Industry Vision: which is the confidence index of the #stone sector companies? https://t.co/Mohfj8jCsZ  
#MarmomacIndustryVision: your essential source of information.","2018-10-18 08:05:00","","en","","",433,1988,"The Biggest #Stone + #Design + #Tecnology International Trade #Fair, 30-03 October 2020, Verona, Italy","Italia",292251146,"2011-05-03 10:40:26",False,False,"https://t.co/GoqVfk5jbp",34,2118,False,"",193,False,"marmo_mac","","Marmo_mac",True,"E81794","https://pbs.twimg.com/profile_images/1050390788042104832/_IXygJ6F_normal.jpg","",1052832907469963264,3,False,"TweetDeck",False,0," Marmomac stone MarmomacIndustryVision"," https://youtu.be/zQNtx4cypEQ","",""
